"year";"orgnr";"denominator";"ind_id";"var"
2015;974706490;297;"leddprotese_dg_hofte";289
2015;974707152;2;"leddprotese_dg_hofte";0
2015;874716782;58;"leddprotese_dg_hofte";56
2015;974589095;126;"leddprotese_dg_hofte";121
2015;974633558;333;"leddprotese_dg_hofte";333
2015;974633574;29;"leddprotese_dg_hofte";28
2015;974631768;259;"leddprotese_dg_hofte";248
2015;974632535;162;"leddprotese_dg_hofte";157
2015;974631776;153;"leddprotese_dg_hofte";153
2015;874632562;135;"leddprotese_dg_hofte";119
2015;974725215;186;"leddprotese_dg_hofte";183
2015;974633752;47;"leddprotese_dg_hofte";23
2015;974633698;261;"leddprotese_dg_hofte";261
2015;974631091;234;"leddprotese_dg_hofte";229
2015;974595214;90;"leddprotese_dg_hofte";88
2015;974733013;207;"leddprotese_dg_hofte";200
2015;974705788;102;"leddprotese_dg_hofte";98
2015;974631326;409;"leddprotese_dg_hofte";404
2015;974631385;217;"leddprotese_dg_hofte";217
2015;974631407;135;"leddprotese_dg_hofte";133
2015;974633159;39;"leddprotese_dg_hofte";39
2015;974116804;235;"leddprotese_dg_hofte";231
2015;974207532;627;"leddprotese_dg_hofte";623
2015;974116588;567;"leddprotese_dg_hofte";563
2015;922748144;70;"leddprotese_dg_hofte";66
2015;974557746;120;"leddprotese_dg_hofte";118
2015;874743372;470;"leddprotese_dg_hofte";466
2015;974743272;55;"leddprotese_dg_hofte";53
2015;974724774;127;"leddprotese_dg_hofte";124
2015;974742985;72;"leddprotese_dg_hofte";68
2015;974744570;143;"leddprotese_dg_hofte";136
2015;974745089;48;"leddprotese_dg_hofte";42
2015;974703300;340;"leddprotese_dg_hofte";335
2015;974316285;195;"leddprotese_dg_hofte";194
2015;973156829;37;"leddprotese_dg_hofte";28
2015;974746948;131;"leddprotese_dg_hofte";126
2015;974745569;43;"leddprotese_dg_hofte";36
2015;974747545;123;"leddprotese_dg_hofte";123
2015;974747138;107;"leddprotese_dg_hofte";105
2015;974754118;120;"leddprotese_dg_hofte";120
2015;974753898;132;"leddprotese_dg_hofte";131
2015;974329506;181;"leddprotese_dg_hofte";177
2015;974749025;321;"leddprotese_dg_hofte";310
2015;974795833;53;"leddprotese_dg_hofte";51
2015;974795930;31;"leddprotese_dg_hofte";26
2015;974795361;111;"leddprotese_dg_hofte";108
2015;974795558;24;"leddprotese_dg_hofte";23
2015;974795574;53;"leddprotese_dg_hofte";50
2015;974795639;45;"leddprotese_dg_hofte";44
2015;974795396;13;"leddprotese_dg_hofte";12
2015;974795787;103;"leddprotese_dg_hofte";99
2015;974795515;139;"leddprotese_dg_hofte";126
2015;975787419;147;"leddprotese_dg_hofte";147
