"year";"orgnr";"denominator";"ind_id";"var"
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
2019;974706490;1;"leddprotese_veld_kne";1
